,epoch,recall@20,ndcg@20,recall@40,ndcg@40
0,0,0.1411987340703802,0.0839175519068734,0.20398662792275804,0.10019036152238607
1,3,0.16462989501705205,0.09747011754032656,0.23565079943196873,0.11601210441735166
2,6,0.172932453351393,0.10233652327566473,0.24527437652788533,0.12125617275411202
3,9,0.17720085880044606,0.10528396519659708,0.25008581914982003,0.12438988237409014
4,12,0.18070419893667838,0.10725380241348358,0.25381667761304744,0.12644447324651242
5,15,0.18339787938470456,0.10875941589111962,0.25675676675174564,0.12804374348441225
6,18,0.1844014641075028,0.10955952760989032,0.2584207311127999,0.12897802320549479
7,21,0.18511415236820378,0.11002489956147132,0.25928605918514924,0.12949463860388968
8,24,0.1850687455899962,0.11006109804659349,0.25999792407726624,0.12974747856357893
9,27,0.18592199412438837,0.11041053050181711,0.26079479139462036,0.1300446803675622
10,30,0.18532560675109533,0.11034807662133092,0.2611110042910901,0.13022030416547523
11,33,0.18612252377965588,0.11058048933027168,0.26167138255448125,0.13043210699026292
12,36,0.18563872319875332,0.11054937856535753,0.26101862290245686,0.13031280118670255
13,39,0.18644463579691903,0.11069991495529864,0.261770639837395,0.13046899192128628
14,42,0.18689594070830456,0.11083869500458575,0.26206525349185156,0.13051069017767075
15,45,0.186596493321583,0.11066684023110221,0.2621403760112975,0.13046699243566154
16,48,0.1862704119622614,0.1108572221036663,0.26171521276671683,0.13061446709049915
17,51,0.18642876924802304,0.11080203997194346,0.2621752342736933,0.13065105596320561
18,54,0.18678628983434453,0.11084493868336423,0.26214156211872175,0.13053404667701002
19,57,0.18709841785136586,0.11087122772373222,0.2621792048787568,0.13053945377982074
20,60,0.1868271728655668,0.11069616184778677,0.2626209690255652,0.13054576060909212
21,63,0.18652620236740694,0.1108720126507246,0.26180845975154243,0.1305640948226848
22,66,0.1868559731568461,0.11105221880814917,0.26233372660868476,0.13079576400834167
23,69,0.18761868977733473,0.11132370411129086,0.26235654758018734,0.13090332967764554
24,72,0.18769155415261315,0.11135026189760917,0.26158394894047926,0.1307757944136566
25,75,0.18619063124069982,0.11099040887376929,0.2629026877421463,0.1310768033752746
26,78,0.1873325609570055,0.11135224943945922,0.2619434516204352,0.1309249365944756
27,81,0.18789784106614538,0.1112365638801067,0.2635607456029603,0.13102295912602413
28,84,0.18720220424683956,0.11127180965303887,0.26239887029990927,0.13097456967357177
29,87,0.187155698284435,0.11111847995879835,0.2628066085916675,0.13091578127205616
30,90,0.18715946918515364,0.11104455003749118,0.262611977622027,0.13078135704667282
31,93,0.1881701464547796,0.1113290365005265,0.262192173086929,0.130795400423677
32,96,0.18713736255108349,0.11119403619293951,0.2624095398894782,0.13090235816608808
33,99,0.18833192510465177,0.11170455759599743,0.2636473124712632,0.13139238311817325
34,Final,0.18833192510465177,0.11170455759599743,0.2636473124712632,0.13139238311817325
