,epoch,recall@20,ndcg@20,recall@40,ndcg@40
0,0,0.14510677426109286,0.08491119863777194,0.20738329829511953,0.10099082729218223
1,3,0.1667497816139445,0.09810610683105866,0.23749386594301353,0.11657029484083281
2,6,0.17385030341212748,0.10240622274331763,0.2480074529175897,0.12177183438690073
3,9,0.17995523639201702,0.1057627362369986,0.2535728268442898,0.12505009655722624
4,12,0.18237151449375755,0.10730335872638078,0.2569071421551187,0.1268349278923788
5,15,0.18447848658688323,0.1087095573253816,0.2595572613865434,0.12835324563186412
6,18,0.18556226457446415,0.10961377751665678,0.2601675424455191,0.12909142184755762
7,21,0.1866519856225425,0.11026284666245606,0.26095011960205317,0.12973351985888049
8,24,0.1866285751389461,0.11023522824460492,0.261646607376363,0.1299312311479913
9,27,0.18732865289340322,0.1104439963655077,0.2621970867332401,0.13007001974779953
10,30,0.18679763854145998,0.11063184865884387,0.26227404863350934,0.13035355784329722
11,33,0.18761413294337326,0.11091360964902758,0.2616449185652572,0.1303717446953548
12,36,0.18761504221320918,0.11096055754758795,0.2627733755289617,0.1306874842378413
13,39,0.18776513868761066,0.1109401266517169,0.2639396433392301,0.1308616363637959
14,42,0.18769400586036075,0.11101140351272387,0.2630725923382762,0.13081247214675354
15,45,0.1871817457932106,0.11082055442796362,0.263860570289309,0.13090810827685345
16,48,0.18745519134686178,0.11091037529797042,0.26325348267068427,0.13077926341688872
17,51,0.1874780283214928,0.11113060613230473,0.2629430281248171,0.13090802460043433
18,54,0.18880951576453825,0.1115772125327483,0.26379050508272717,0.13122320974140023
19,57,0.18787869150232459,0.1112280341974603,0.26306457453406895,0.13098829718889093
20,60,0.1884960096710085,0.111643127614608,0.2632147280537206,0.1312827217029994
21,63,0.1884783436024269,0.11138882471734242,0.26325308282433296,0.13102503044587946
22,66,0.18914249358168309,0.11147768671629621,0.2645454624903564,0.13127724864055956
23,69,0.18837581137258158,0.11149005152440197,0.2642628491423702,0.1313357861102378
24,72,0.18875171861629156,0.11164035962952877,0.26384405696490887,0.13135618879338654
25,75,0.18866826528651892,0.11156109675366198,0.26385050489679285,0.13131847562170415
26,78,0.18824423098149487,0.11129183121308389,0.26332185315392176,0.1310223141799835
27,81,0.1886969927443074,0.11150448925413989,0.26332863044039545,0.13112762054589538
28,84,0.1883539754535699,0.11135274623008788,0.26393113208953256,0.13121787476974092
29,87,0.18879395288717055,0.11158362028070432,0.26434452660934016,0.13140110545778755
30,90,0.18881980371585472,0.11162537720031022,0.2650898257337228,0.13158994126342752
31,93,0.1888301030303361,0.11166053140364232,0.2643331305787379,0.131490169654415
32,96,0.18883801887566706,0.11150578506939338,0.263633255583806,0.13119028437713215
33,99,0.18830315137569328,0.11156356513800474,0.2632884504144611,0.13122994377900055
34,Final,0.18830315137569328,0.11156356513800474,0.2632884504144611,0.13122994377900055
