,epoch,recall@20,ndcg@20,recall@40,ndcg@40
0,0,0.1433335836905291,0.08482931020148568,0.20522529850838364,0.10083456951434601
1,3,0.16455466465774968,0.09759827541315683,0.23485770532944666,0.11597618772372753
2,6,0.17443070511824335,0.10295060702763281,0.2453002840972861,0.1215589588953556
3,9,0.1793549717193851,0.10597692487554031,0.25154874969865393,0.1249744973373788
4,12,0.18227510206077502,0.10785051723844269,0.2563975771539315,0.1272748591530471
5,15,0.1835621732294176,0.10893943618146427,0.2571551332858053,0.12829283543008152
6,18,0.18515396373262544,0.10942998533460742,0.25821006942336483,0.12869223583755143
7,21,0.18460027339880256,0.10982406134431127,0.258830856198464,0.12934764207715987
8,24,0.18571969892759557,0.11029759377509768,0.2591053056720957,0.12963439447828973
9,27,0.18558285225121884,0.11056129626192165,0.2604744560927272,0.1302388579712808
10,30,0.18623190137997336,0.11086345889108075,0.26027587192199453,0.13032653625842844
11,33,0.18644245960232816,0.11089659177732215,0.26050233974235915,0.13032656841552698
12,36,0.18610162713344708,0.11109633372666523,0.260384098123673,0.13062454700086573
13,39,0.18611417668411973,0.11096421443850432,0.26073063139113256,0.13055511867465594
14,42,0.18599968136822131,0.11125407448008306,0.26122333498780087,0.13101444612630242
15,45,0.18668243506401538,0.11116771711794689,0.2613348260859692,0.13076956695162226
16,48,0.18677121811658465,0.1112763256131633,0.26154479906770717,0.13091513790282278
17,51,0.18637077558157508,0.11120208147078255,0.26200817495845513,0.13106621964283952
18,54,0.18701586699684541,0.11140255385185988,0.2613557465363225,0.1309517260006498
19,57,0.18707161389348423,0.1113139228748294,0.2623775181030057,0.13112583848378226
20,60,0.18754129777057268,0.11156377640358142,0.2619223446627994,0.13110367727778097
21,63,0.18674181601493123,0.11112059585567835,0.2617156745467254,0.13079302093092604
22,66,0.187379810458056,0.11149527647880411,0.26297132279323576,0.13132253906654984
23,69,0.18738866235744495,0.11138844393336186,0.26136375777352927,0.1308162791247584
24,72,0.18734387710404432,0.11132140824497763,0.2621766529834842,0.13101281767258618
25,75,0.18749125972537556,0.11156314238590773,0.2616663940457818,0.13106696091907002
26,78,0.18711875903765818,0.11139208947552305,0.26199967974592203,0.13102068105214879
27,81,0.18699727261430935,0.11111366043108815,0.262723077835935,0.13098068837617377
28,84,0.1867232219585613,0.11096043252711245,0.2622812669542353,0.13079245252171479
29,87,0.18754407444071478,0.11141114707502116,0.2621163225830894,0.1309941088954149
30,90,0.18699104264350513,0.11127715074938277,0.26197090934437506,0.13103455651032211
31,93,0.18735365705788357,0.11141503987767055,0.26269101006857626,0.13123221087404047
32,96,0.18747753642154474,0.11134583945182697,0.2626893174847669,0.13112551220549093
33,99,0.18821513246638474,0.11181090169041466,0.2631406188944059,0.13149964446649062
34,Final,0.18821513246638474,0.11181090169041466,0.2631406188944059,0.13149964446649062
