,epoch,recall@20,ndcg@20,recall@40,ndcg@40
0,0,0.14354711389102015,0.08515033365678226,0.2042920344431924,0.10080353126803614
1,3,0.16584507541266305,0.09815965492504454,0.2356497655625143,0.11629771559212894
2,6,0.17341892107401932,0.102521559895157,0.2462045880532909,0.12151643367731609
3,9,0.1779802089189022,0.10550393409675064,0.25286376838191293,0.12509044738143954
4,12,0.18197230774317794,0.10748681637822888,0.25736909462303764,0.12718960274505506
5,15,0.1841733868755883,0.10880854980270098,0.25904714595465533,0.12837464993431397
6,18,0.18490069409072651,0.10942982438455715,0.2607306752795318,0.12927956523096865
7,21,0.18581325402510715,0.1098493356741129,0.26216080837802197,0.12980280351402357
8,24,0.18607306433937748,0.10998326838260636,0.26278301831455797,0.13002022132302613
9,27,0.18588415142896084,0.11019696056324721,0.262570135114425,0.13022682890495116
10,30,0.18596196431470288,0.11019041173116899,0.26277115290895575,0.13023969391989546
11,33,0.1863915152852513,0.11025418741126086,0.26270717896515755,0.13022477323839393
12,36,0.18706547787590963,0.11065943655546276,0.2634728744644916,0.13063417156723386
13,39,0.18672850344827047,0.11056803781863991,0.26450088333244964,0.13085246621545268
14,42,0.1871374305785793,0.11067668090641926,0.264258980016938,0.13085124953265254
15,45,0.18704491801704093,0.11084211352538668,0.26309103961280406,0.1308127232254933
16,48,0.18721633566073492,0.11082479677267082,0.2635490795442808,0.13081160555665683
17,51,0.18703947243502617,0.11079102205820592,0.2629954512263946,0.13068214215423093
18,54,0.1876116507503276,0.11090558357393845,0.26271955082369036,0.13061666449281525
19,57,0.18723466370057565,0.11076446975243247,0.26469859882923075,0.1310679897700702
20,60,0.18714230514506627,0.11080007003272584,0.26341230765268425,0.13079687779443422
21,63,0.1874271527666947,0.11089572887877883,0.2635168544829692,0.13079780828443968
22,66,0.18740825578724013,0.11093279993858478,0.26315339210952365,0.13079397373170668
23,69,0.18755830123181427,0.11122995941190085,0.2637244199565102,0.13120970663140333
24,72,0.1878421962511517,0.11098752323815943,0.2644100234383017,0.13102876632435714
25,75,0.18834649494842828,0.11134760094490453,0.263874698756311,0.1311755338700719
26,78,0.18854034134452258,0.1114315306372612,0.26484826123127386,0.1314326935768962
27,81,0.18781401205313353,0.11111235176329659,0.264222517639315,0.1311220283006036
28,84,0.18723264532690667,0.11111869345804526,0.26460144074215297,0.13132659588386622
29,87,0.18730547751165563,0.110821642369961,0.26525196687623315,0.1311565320668326
30,90,0.1885904440531471,0.11117617264336407,0.2651588987398924,0.13118884251084204
31,93,0.18867153453287105,0.11125676739530531,0.26458889348080716,0.13115039894502947
32,96,0.1877078736295969,0.11134540760873103,0.2646332499654752,0.13144496114039547
33,99,0.18740226266851906,0.1112091525745446,0.2642671898041688,0.13132806540921155
34,Final,0.18740226266851906,0.1112091525745446,0.2642671898041688,0.13132806540921155
