,epoch,recall@20,ndcg@20,recall@40,ndcg@40
0,0,0.14259629620209463,0.08425974024836391,0.2055172107008408,0.10058666738888199
1,3,0.1667021153530618,0.09818065534792952,0.23784730492641476,0.11671855916677606
2,6,0.17390001257239557,0.102866252243706,0.24726336027923349,0.12197312571984553
3,9,0.17948240530242354,0.10615528377472486,0.25332716377896863,0.12548643459427763
4,12,0.18256177885682312,0.10815118396950184,0.25739749709311643,0.12767908138372344
5,15,0.1844418276803052,0.10927019351175547,0.25900218125865654,0.12876800545368913
6,18,0.1854916042578011,0.10998972435334055,0.26031126134662813,0.12962039357203523
7,21,0.18583141497535968,0.11054171331455302,0.26059205094074667,0.13018122040286084
8,24,0.18612918094009404,0.11073761682716601,0.26191348895838096,0.13058763060665365
9,27,0.18737472657504362,0.11119530932311082,0.2626623117575357,0.13090984192502592
10,30,0.1870885133436871,0.11091358011922968,0.26217637748793,0.1305915885459694
11,33,0.1874836655988761,0.11126792479285666,0.26393498742181215,0.13125674160605175
12,36,0.18821167988162693,0.11162543637446166,0.26428736557031174,0.13151765013421954
13,39,0.18872737907706197,0.11184406583673957,0.2637728063198751,0.13153305619136663
14,42,0.18922582556436274,0.11179244513475561,0.26522942810177624,0.13168435013553714
15,45,0.18900684249555907,0.11214463576663977,0.2648015245370747,0.13202746051221492
16,48,0.18903034033106944,0.11191683362721123,0.26468834287156956,0.13174202147227682
17,51,0.18917104965652992,0.11201134002457286,0.2655563468084259,0.13201024132550024
18,54,0.18841372701357825,0.11184785817169186,0.2652577008729355,0.13192431995550177
19,57,0.1897244933946102,0.11256782982095793,0.26617807062263016,0.13260788576291677
20,60,0.1896924460139058,0.11233257961469009,0.2660955099309213,0.13236349947402853
21,63,0.18859124828314033,0.11223462576562489,0.26596533447111226,0.13247736922342138
22,66,0.1886483115865638,0.11184523944487267,0.26573436174009096,0.1320315615209038
23,69,0.18947331987731933,0.11240368610404206,0.2655987307386154,0.13232325082670934
24,72,0.18938703321097433,0.11226516875089794,0.26636843429485874,0.13246081290146264
25,75,0.1891639436495678,0.11216295217113868,0.2660281729955669,0.13228221638570611
26,78,0.18959599031623284,0.1123363507274587,0.2666756209864133,0.1326064534551624
27,81,0.1895717461242015,0.11220552657684238,0.26644683342134945,0.1323570718535321
28,84,0.18998019692909773,0.11252968094337772,0.2661358478987464,0.13252027024571691
29,87,0.18931105296084838,0.11223985101175625,0.2659992283287937,0.13239214392734372
30,90,0.18941498348462846,0.11238516446385605,0.2663389805208849,0.1325860235631454
31,93,0.18981288647204886,0.11259690853554596,0.2656289551669688,0.13255120556766037
32,96,0.189668155303185,0.11250015752394726,0.2653548272237344,0.13240766478953137
33,99,0.18955764439295825,0.11243223018621985,0.26590967021062495,0.1325019052257161
34,Final,0.18955764439295825,0.11243223018621985,0.26590967021062495,0.1325019052257161
