,epoch,recall@20,ndcg@20,recall@40,ndcg@40
0,0,0.14262028861361004,0.08476667447682908,0.20316596964141925,0.10040714267434447
1,3,0.16637906685610415,0.09902853160242511,0.23670534985149233,0.11731267666639532
2,6,0.17419211960909492,0.10360682021509406,0.24580537045282563,0.12231421508273323
3,9,0.17926441223104764,0.10671032833478068,0.25226939274124915,0.12578481537596004
4,12,0.18243954001421625,0.10856176238225575,0.25580750311306893,0.12773809109322434
5,15,0.18425280130752839,0.10963986301434947,0.2577131924365587,0.12889630958795267
6,18,0.18452266318450755,0.1103724009488061,0.25914826170654304,0.12997785780758156
7,21,0.18685614375021084,0.11110456095487546,0.26082214705060913,0.13052628820613096
8,24,0.18694252768054348,0.11125119544730352,0.2618664497747895,0.13085285939112876
9,27,0.18773188650935385,0.11186691528120234,0.26255643034815235,0.13146847833021036
10,30,0.18721215419822326,0.11147151587254614,0.2617844169086724,0.13102934856574333
11,33,0.18748089460121278,0.11191745678518061,0.262061589993257,0.13150373402591053
12,36,0.18764935197702765,0.11197059096861336,0.2627596408753297,0.13170786849615274
13,39,0.18817558656545283,0.11214744882704358,0.2626107875800779,0.13168009539154168
14,42,0.18831651683648823,0.11200604269895864,0.2622516126038457,0.13147863579389374
15,45,0.188162777488785,0.11211854451320839,0.2634944257330257,0.13184659136004395
16,48,0.1880405809737802,0.11229203489041728,0.2632305627042467,0.13208998912817077
17,51,0.18802763675200543,0.11222252242699418,0.26250330402377614,0.13186532924690067
18,54,0.18812799867792923,0.11196481266073631,0.26427598018994797,0.13196224985860186
19,57,0.18781465211823603,0.11200547413553909,0.2634254878857796,0.13188586617890655
20,60,0.18898536150726694,0.11240787166230247,0.26390731958591335,0.13211688884959588
21,63,0.18845780066271367,0.112183728398536,0.26455754699147244,0.13215354918785086
22,66,0.18835035733678318,0.11216067762329365,0.2647843695948774,0.13221787458088408
23,69,0.18810340488064592,0.11213594538863723,0.2643862083818371,0.13213637900721278
24,72,0.18854178457457368,0.1124017386564269,0.26448930969405504,0.13228410251084036
25,75,0.18827480332122817,0.11241438061819703,0.26496352616625846,0.13251491215653172
26,78,0.18775344195336166,0.1119835375136969,0.2648497399260564,0.13213844401220531
27,81,0.18828335817987252,0.11213564965785246,0.26469209614110467,0.13213922621144322
28,84,0.18828720192238843,0.11240161345749874,0.2645449550091943,0.132390120353364
29,87,0.1890396016818703,0.1124014439571387,0.2650778726488905,0.13236529426249602
30,90,0.18881163205098606,0.11262837727222268,0.26531666072377946,0.13265180952616834
31,93,0.18852388817646876,0.1122194151243585,0.26461096529046974,0.13218140004518011
32,96,0.18888066555844404,0.11237382383073158,0.2638799307686654,0.13207330762721575
33,99,0.1875440883433404,0.11199967234515311,0.26514625882858217,0.13229207080861105
34,Final,0.1875440883433404,0.11199967234515311,0.26514625882858217,0.13229207080861105
