,epoch,recall@20,ndcg@20,recall@40,ndcg@40
0,0,0.14293530242459845,0.08478213552171392,0.2047208594228861,0.10079085372394885
1,3,0.16506002797492803,0.09810714493187794,0.23822357435865665,0.11707086516064047
2,6,0.1743358498996754,0.1031954884907961,0.24739345633941925,0.12225405186267105
3,9,0.1791526642532471,0.10656849545798917,0.25357880224151,0.12606600370055865
4,12,0.18256499650820637,0.1084499837067911,0.2580958858904198,0.12820766718232932
5,15,0.18459950414841286,0.10968694193060319,0.2601260520096432,0.12948362381772324
6,18,0.18540508835516686,0.1105861851201968,0.2610157232425972,0.13043135226832742
7,21,0.1862768556101398,0.11109832283060637,0.2620499861420166,0.1309642823751386
8,24,0.18602373500745006,0.11114379708459211,0.2632997465262258,0.13132973608088383
9,27,0.18680111603582805,0.11122289518672276,0.2639767043070004,0.13141458750008084
10,30,0.18740109915342482,0.11145535490640618,0.26372281765773453,0.13144211831023084
11,33,0.18714402335969033,0.11141586060649233,0.2636164798423329,0.13145867330951105
12,36,0.18739420821171693,0.11183389762897843,0.2636402703189673,0.13179107358430503
13,39,0.1877129317068607,0.11188871664555461,0.26507054718744016,0.13205347856865918
14,42,0.18750236834387188,0.11167731978319119,0.26382812862706595,0.1316747310366393
15,45,0.18831692535680986,0.11193409134622462,0.2648311013813993,0.13198943002928626
16,48,0.18844805669801595,0.11189434928384637,0.2647602517566696,0.13183225095290382
17,51,0.1884581544653356,0.11201508272967207,0.2660788254844351,0.1322493893301983
18,54,0.18826286010515345,0.11191950902546016,0.26497744787876765,0.13198746705828704
19,57,0.18826250016717944,0.11193500041465124,0.2652248444662759,0.1320661927795858
20,60,0.1886737831257856,0.11200982431873249,0.2655124991761692,0.13213503022178164
21,63,0.18751905111010275,0.11166182826205776,0.2653286135085336,0.13198434163515912
22,66,0.1884135340695712,0.11204450611757734,0.26472946350759224,0.13204277342801735
23,69,0.1888951869349227,0.11205682440228272,0.26488341726543113,0.131923033745877
24,72,0.1882726183977908,0.11198990382528762,0.2647304718153422,0.13210349001287888
25,75,0.18805227638685262,0.1120884544886837,0.26500104124945556,0.13220146533545046
26,78,0.1886961847137724,0.11222664986481228,0.2644375364961989,0.13206472153870416
27,81,0.1891293046724981,0.11208184462876583,0.26520855773310253,0.13200681478278956
28,84,0.18942044671064717,0.11242471598929042,0.26495077377516824,0.13223598552325933
29,87,0.18876492986085636,0.11222821409873664,0.2656160258683888,0.13230949438328923
30,90,0.18828934306402517,0.11195255177223372,0.2647531671370138,0.1319862765838425
31,93,0.18874876590737177,0.11248150697734269,0.2654945096240135,0.13259159975569834
32,96,0.18912995469539193,0.11246065983150158,0.2654827053133721,0.13242580300115953
33,99,0.18877200041111045,0.1121702474874661,0.2653636794417411,0.13224082179536178
34,Final,0.18877200041111045,0.1121702474874661,0.2653636794417411,0.13224082179536178
